Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 100 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. disappointingly generic nature  [ID: 65327]
1546. make it required viewing in university computer science departments for years to come  [ID: 53171]
 ##### 
1547. 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title .  [ID: 10060]
 ##### 
1548. of great actors hamming it up  [ID: 31238]
 ##### 
1549. , insightfully human  [ID: 66679]
 ##### 
1550. of effecting change and inspiring hope  [ID: 60933]
 ##### 
1551. graphic sex may be what 's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake  [ID: 66514]
 ##### 
1552. shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors  [ID: 53168]
 ##### 
1553. no amount of good acting  [ID: 23380]
 ##### 
1554. it 's bedeviled by labored writing and slack direction .  [ID: 56297]
 ##### 
1555. but it 's great cinematic polemic  [ID: 58550]
 ##### 
1556. , but it otherwise drowns in a sea of visual and verbal clichés .  [ID: 32031]
 ##### 
1557. which is way too stagy  [ID: 15996]
 ##### 
1558. touching movie  [ID: 17667]
 ##### 
1559. a big splash  [ID: 22553]
 ##### 
1560. 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more  [ID: 18684]
 ##### 
1561. foul up  [ID: 12807]
 ##### 
1562. last walked out on a movie  [ID: 19642]
 ##### 
1563. jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .  [ID: 5354]
 ##### 
1564. children 's ' song  [ID: 61186]
 ##### 
1565. filled with low-brow humor , gratuitous violence and a disturbing disregard  [ID: 11754]
 ##### 
1566. a captivating drama that will speak to the nonconformist in us all  [ID: 7269]
 ##### 
1567. a uniquely sensual metaphorical dramatization of sexual obsession  [ID: 12737]
 ##### 
1568. which might have been called freddy gets molested by a dog )  [ID: 63759]
 ##### 
1569. at ease sharing the same scene  [ID: 22304]
 ##### 
1570. has been remarkable about clung-to traditions  [ID: 25705]
 ##### 
1571. lame comedy .  [ID: 46712]
 ##### 
1572. charming but slight comedy  [ID: 59857]
 ##### 
1573. horribly wrong  [ID: 31550]
 ##### 
1574. diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly  [ID: 50421]
 ##### 
1575. a non-stop cry for attention  [ID: 44990]
 ##### 
1576. precocious  [ID: 4232]
 ##### 
1577. as a director washington demands and receives excellent performances  [ID: 27434]
 ##### 
1578. the supernatural trappings only obscure the message  [ID: 10050]
 ##### 
1579. each watered down the version of the one before  [ID: 17798]
 ##### 
1580. twisted sense  [ID: 55717]
 ##### 
1581. a rich tale  [ID: 61345]
 ##### 
1582. not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .  [ID: 46992]
 ##### 
1583. the integrity and vision  [ID: 62259]
 ##### 
1584. a bad premise , just  [ID: 4469]
 ##### 
1585. ( barry ) gives assassin a disquieting authority .  [ID: 9126]
 ##### 
1586. a welcome relief  [ID: 31101]
 ##### 
1587. the shining , the thing ,  [ID: 22250]
 ##### 
1588. anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb  [ID: 47008]
 ##### 
1589. is born to play shaggy  [ID: 25038]
 ##### 
1590. lofty  [ID: 33130]
 ##### 
1591. to his pulpy thrillers  [ID: 8665]
 ##### 
1592. what 's missing from this material is any depth of feeling  [ID: 49028]
 ##### 
1593. something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense  [ID: 31773]
 ##### 
1594. is a pleasant enough dish .  [ID: 52369]
 ##### 
1595. two guys who desperately want to be quentin tarantino when they grow up  [ID: 270]
 ##### 
1596. uncomfortable  [ID: 63171]
 ##### 
1597. is more frustrating than a modem that disconnects every 10 seconds  [ID: 57572]
 ##### 
1598. this chiaroscuro of madness and light  [ID: 62110]
 ##### 
1599. has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .  [ID: 43124]
 ##### 
1600. 've never seen ( a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic  [ID: 40419]
 ##### 
1601. a great movie  [ID: 14592]
 ##### 
1602. character-driven storytelling  [ID: 32810]
 ##### 
1603. the rare movie that 's as crisp and to the point as the novel on which it 's based .  [ID: 12932]
 ##### 
1604. treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .  [ID: 23849]
 ##### 
1605. nails hard - boiled hollywood argot with a bracingly nasty accuracy  [ID: 10726]
 ##### 
1606. that transcends culture and race  [ID: 6836]
 ##### 
1607. nearly 21/2 hours of unfocused , excruciatingly tedious cinema  [ID: 58131]
 ##### 
1608. some visual virtues  [ID: 22020]
 ##### 
1609. writing and slack direction  [ID: 49919]
 ##### 
1610. guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .  [ID: 62038]
 ##### 
1611. but filmmaker yvan attal quickly writes himself into a corner  [ID: 4496]
 ##### 
1612. villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical .  [ID: 26788]
 ##### 
1613. inuit masterpiece  [ID: 40777]
 ##### 
1614. teenage sex comedy  [ID: 7054]
 ##### 
1615. ` top of the world '  [ID: 59006]
 ##### 
1616. the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful .  [ID: 45690]
 ##### 
1617. and church meetings  [ID: 892]
 ##### 
1618. made up for its rather slow beginning  [ID: 19137]
 ##### 
1619. self-righteousness  [ID: 38689]
 ##### 
1620. dark , funny humor  [ID: 11455]
 ##### 
1621. deathly  [ID: 27126]
 ##### 
1622. never springs to life  [ID: 6818]
 ##### 
1623. the execution  [ID: 5282]
 ##### 
1624. gritty enough  [ID: 45652]
 ##### 
1625. it really is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn . '  [ID: 43225]
 ##### 
1626. a baffling subplot involving smuggling drugs inside danish cows  [ID: 66475]
 ##### 
1627. however , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .  [ID: 3415]
 ##### 
1628. mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another  [ID: 52426]
 ##### 
1629. a two star script  [ID: 58041]
 ##### 
1630. evokes the 19th century with a subtlety that is an object lesson in period filmmaking .  [ID: 32583]
 ##### 
1631. the emotion or timelessness of disney 's great past , or  [ID: 34617]
 ##### 
1632. unshapely  [ID: 19470]
 ##### 
1633. lowered your entertainment standards  [ID: 62128]
 ##### 
1634. a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams  [ID: 34182]
 ##### 
1635. a tired , predictable  [ID: 8819]
 ##### 
1636. corporate circus  [ID: 16019]
 ##### 
1637. with a teeth-clenching gusto  [ID: 3917]
 ##### 
1638. smutty  [ID: 65626]
 ##### 
1639. all about a wild-and-woolly , wall-to-wall good time  [ID: 11481]
 ##### 
1640. of how uncompelling the movie is unless it happens to cover your particular area of interest  [ID: 10400]
 ##### 
1641. a keep - 'em - guessing plot and an affectionate take on its screwed-up characters .  [ID: 52521]
 ##### 
1642. holds up in an era in which computer-generated images are the norm  [ID: 9894]
 ##### 
1643. seagal ran out of movies years ago , and  [ID: 43723]
 ##### 
1644. who makes martha enormously endearing  [ID: 10997]
 ##### 
1645. been given the drive of a narrative  [ID: 50799]
 ##### 
1646. savvy  [ID: 24357]
 ##### 
1647. funny , triumphant ,  [ID: 530]
 ##### 
1648. and , perhaps paradoxically , illuminated  [ID: 28423]
 ##### 
1649. among the chief reasons brown sugar is such a sweet and sexy film  [ID: 5531]
 ##### 
1650. a manically generous christmas  [ID: 40274]
 ##### 
1651. , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .  [ID: 27254]
 ##### 
1652. good to see michael caine whipping out the dirty words and punching people in the stomach again  [ID: 31785]
 ##### 
1653. light-heartedness , that makes it attractive throughout  [ID: 10976]
 ##### 
1654. almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half  [ID: 46232]
 ##### 
1655. wonderfully sprawling  [ID: 29415]
 ##### 
1656. a-list brit actors  [ID: 43019]
 ##### 
1657. at your neighbor 's garage sale  [ID: 13998]
 ##### 
1658. the obnoxious title character  [ID: 28721]
 ##### 
1659. is an exercise not in biography but in hero worship .  [ID: 5865]
 ##### 
1660. a jaw-droppingly beautiful work that upends nearly every cliché  [ID: 25285]
 ##### 
1661. mighty  [ID: 58679]
 ##### 
1662. a deficit of flim-flam  [ID: 61227]
 ##### 
1663. amoral  [ID: 34393]
 ##### 
1664. is a director to watch .  [ID: 13595]
 ##### 
1665. you walk out of the good girl with mixed emotions -- disapproval of justine combined with a tinge of understanding for her actions .  [ID: 29243]
 ##### 
1666. , tortured  [ID: 38248]
 ##### 
1667. will be an enjoyable choice for younger kids .  [ID: 11037]
 ##### 
1668. a huge sacrifice of character and mood  [ID: 40359]
 ##### 
1669. the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .  [ID: 66676]
 ##### 
1670. a creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .  [ID: 26901]
 ##### 
1671. the vagueness  [ID: 50591]
 ##### 
1672. like mere splashing around  [ID: 41670]
 ##### 
1673. an excuse to get to the closing bout ... by which time it 's impossible to care who wins  [ID: 2359]
 ##### 
1674. be looking at his 12th oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary  [ID: 27483]
 ##### 
1675. its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen  [ID: 48544]
 ##### 
1676. races and rackets  [ID: 37436]
 ##### 
1677. pathetically  [ID: 32338]
 ##### 
1678. of epic scale  [ID: 36708]
 ##### 
1679. two signs that m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema  [ID: 26813]
 ##### 
1680. warm .  [ID: 61820]
 ##### 
1681. conceivable  [ID: 33959]
 ##### 
1682. of eager fans  [ID: 17735]
 ##### 
1683. rivals the top japanese animations of recent vintage  [ID: 37334]
 ##### 
1684. will take you places you have n't been , and also places you have .  [ID: 19912]
 ##### 
1685. by then , your senses are as mushy as peas  [ID: 61588]
 ##### 
1686. always fairly  [ID: 33305]
 ##### 
1687. gorgeously elaborate continuation  [ID: 47900]
 ##### 
1688. smartly directed , grown-up film  [ID: 39988]
 ##### 
1689. redeemed  [ID: 18324]
 ##### 
1690. impeccable comic timing , raffish charm and piercing intellect  [ID: 26674]
 ##### 
1691. that leaps over national boundaries and celebrates universal human nature  [ID: 37059]
 ##### 
1692. of our respect  [ID: 25188]
 ##### 
1693. by england 's roger mitchell , who handily makes the move from pleasing  [ID: 45065]
 ##### 
1694. 's something vital about the movie .  [ID: 63116]
 ##### 
1695. pleasantly  [ID: 39628]
 ##### 
1696. of the most plain , unimaginative romantic comedies i  [ID: 42345]
 ##### 
1697. is holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .  [ID: 11783]
 ##### 
1698. the anarchist maxim that ` the urge to destroy is also a creative urge '  [ID: 24385]
 ##### 
1699. an entertainment destination  [ID: 66695]
 ##### 
1700. skullduggery and  [ID: 19195]
 ##### 
1701. interesting effort  [ID: 16579]
 ##### 
1702. playwriting  [ID: 19928]
 ##### 
1703. unlike  [ID: 25405]
 ##### 
1704. us too drunk on the party favors to sober us up with the transparent attempts at moralizing  [ID: 51014]
 ##### 
1705. nothing compared to the movie 's contrived , lame screenplay and listless direction  [ID: 47895]
 ##### 
1706. an unmistakable , easy joie de vivre  [ID: 15932]
 ##### 
1707. sustain interest to the end  [ID: 3326]
 ##### 
1708. , it will remind them that hong kong action cinema is still alive and kicking .  [ID: 35793]
 ##### 
1709. has a compelling story to tell .  [ID: 4678]
 ##### 
1710. was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles :  [ID: 48135]
 ##### 
1711. the `` queen '' and less of the `` damned  [ID: 39157]
 ##### 
1712. a rock-solid gangster movie  [ID: 46713]
 ##### 
1713. from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable  [ID: 23684]
 ##### 
1714. shortcomings  [ID: 15267]
 ##### 
1715. , it may be because teens are looking for something to make them laugh .  [ID: 57609]
 ##### 
1716. to smash its face in  [ID: 45691]
 ##### 
1717. breaks your heart  [ID: 66224]
 ##### 
1718. my enjoyment  [ID: 32270]
 ##### 
1719. is an exercise in chilling style , and twohy films the sub , inside and out ,  [ID: 61830]
 ##### 
1720. the politics that thump through it are as timely as tomorrow  [ID: 19240]
 ##### 
1721. wise-beyond-her-years  [ID: 43864]
 ##### 
1722. rattling the viewer  [ID: 17252]
 ##### 
1723. despite several attempts at lengthy dialogue scenes  [ID: 25415]
 ##### 
1724. the exploitative , clumsily staged violence overshadows everything , including most of the actors .  [ID: 56987]
 ##### 
1725. it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences  [ID: 11587]
 ##### 
1726. enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals  [ID: 9070]
 ##### 
1727. and often-funny drama  [ID: 21462]
 ##### 
1728. is a pretty decent little documentary .  [ID: 25716]
 ##### 
1729. this insipid , brutally clueless film  [ID: 14019]
 ##### 
1730. witty dialog between realistic characters showing honest emotions .  [ID: 50528]
 ##### 
1731. both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement .  [ID: 45563]
 ##### 
1732. together with efficiency and an affection for the period  [ID: 40831]
 ##### 
1733. soul-stirring documentary  [ID: 2092]
 ##### 
1734. , witless mess  [ID: 44593]
 ##### 
1735. not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching  [ID: 44028]
 ##### 
1736. cheery and tranquil  [ID: 12282]
 ##### 
1737. lends itself to easy jokes and insults  [ID: 49986]
 ##### 
1738. is a festival film that would have been better off staying on the festival circuit  [ID: 63485]
 ##### 
1739. thanks  [ID: 32032]
 ##### 
1740. dry and  [ID: 3131]
 ##### 
1741. three-dimensional characters  [ID: 39231]
 ##### 
1742. a crisp psychological drama ( and ) a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .  [ID: 60967]
 ##### 
1743. is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative  [ID: 33688]
 ##### 
1744. is a film living far too much in its own head  [ID: 52211]
 ##### 
1745. its dying  [ID: 21631]
 ##### 
1746. a perfectly pleasant if slightly pokey comedy .  [ID: 56827]
