Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 60 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. the abiding impression  [ID: 52942]
1560. seems to take an unseemly pleasure in ( the characters ' ) misery and at the same time to congratulate himself for having the guts to confront it  [ID: 56695]
 ##### 
1561. serious soul  [ID: 31080]
 ##### 
1562. 's endgame  [ID: 57513]
 ##### 
1563. nothing funny in this every-joke-has - been-told-a - thousand-times - before movie  [ID: 17741]
 ##### 
1564. a classic genre  [ID: 17966]
 ##### 
1565. time is a beautiful film to watch  [ID: 50720]
 ##### 
1566. to nail the spirit-crushing ennui of denuded urban living without giving in to it  [ID: 46296]
 ##### 
1567. , yes , ` it 's like having an old friend for dinner ' .  [ID: 37960]
 ##### 
1568. more chillingly effective  [ID: 66710]
 ##### 
1569. the movie sinks into an abyss of clichés , depression and bad alternative music .  [ID: 22470]
 ##### 
1570. precise  [ID: 56348]
 ##### 
1571. sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .  [ID: 24124]
 ##### 
1572. quality and a nostalgic , twisty yarn that will keep them guessing  [ID: 10420]
 ##### 
1573. terrorist attacks  [ID: 61199]
 ##### 
1574. nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .  [ID: 67147]
 ##### 
1575. full of charm  [ID: 24114]
 ##### 
1576. fairly trite narrative  [ID: 28911]
 ##### 
1577. 's just merely very bad .  [ID: 59895]
 ##### 
1578. too weak a recipe  [ID: 29956]
 ##### 
1579. an irresistible blend of warmth and humor  [ID: 63432]
 ##### 
1580. the amazing spider-man  [ID: 65334]
 ##### 
1581. dog soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it  [ID: 43016]
 ##### 
1582. just as i hoped i would -- with moist eyes  [ID: 9091]
 ##### 
1583. future lizard endeavors will need to adhere more closely to the laws of laughter  [ID: 3974]
 ##### 
1584. minimal appreciation  [ID: 19104]
 ##### 
1585. know whether it wants to be a suspenseful horror movie or a weepy melodrama  [ID: 22089]
 ##### 
1586. are so few films about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .  [ID: 5594]
 ##### 
1587. unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .  [ID: 34331]
 ##### 
1588. premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .  [ID: 6246]
 ##### 
1589. a children 's party clown gets violently gang-raped  [ID: 51946]
 ##### 
1590. the otherwise good-naturedness of mr. deeds , with its embrace of sheer goofiness and cameos of less - than-likely new york celebrities  [ID: 54992]
 ##### 
1591. reason to go  [ID: 19113]
 ##### 
1592. like a surgeon mends a broken heart ; very meticulously but without any passion  [ID: 31138]
 ##### 
1593. is the best little `` horror '' movie i 've seen in years  [ID: 29919]
 ##### 
1594. all the complexity and realistic human behavior of an episode of general hospital  [ID: 12803]
 ##### 
1595. their largest-ever historical canvas  [ID: 54528]
 ##### 
1596. dull .  [ID: 66260]
 ##### 
1597. flabbergasting principals  [ID: 35429]
 ##### 
1598. washed out despite all of that  [ID: 21245]
 ##### 
1599. academy award  [ID: 47336]
 ##### 
1600. , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .  [ID: 25191]
 ##### 
1601. relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .  [ID: 6809]
 ##### 
1602. be distasteful to children and adults  [ID: 17385]
 ##### 
1603. awesome work :  [ID: 36576]
 ##### 
1604. funniest and most likeable movie in years  [ID: 42151]
 ##### 
1605. adrenalin  [ID: 13703]
 ##### 
1606. the wanton slipperiness of * corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .  [ID: 52533]
 ##### 
1607. so devoid of artifice and purpose  [ID: 52903]
 ##### 
1608. there 's a reason why halftime is only fifteen minutes long .  [ID: 56392]
 ##### 
1609. its lyrical variations on the game of love  [ID: 21439]
 ##### 
1610. 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it  [ID: 50454]
 ##### 
1611. can be as intelligent as this one is in every regard except its storyline  [ID: 48419]
 ##### 
1612. although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .  [ID: 27333]
 ##### 
1613. take it  [ID: 5055]
 ##### 
1614. the humor is recognizably plympton  [ID: 794]
 ##### 
1615. its recycled aspects  [ID: 12340]
 ##### 
1616. a festival film that would have been better off staying on the festival circuit  [ID: 2470]
 ##### 
1617. delicately performed  [ID: 21507]
 ##### 
1618. 's ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin  [ID: 10196]
 ##### 
1619. it 's probably not easy to make such a worthless film ...  [ID: 48890]
 ##### 
1620. the worst sense  [ID: 16343]
 ##### 
1621. halfway through this picture i was beginning to hate it  [ID: 256]
 ##### 
1622. becomes a chore to sit through -- despite some first-rate performances by its lead  [ID: 21709]
 ##### 
1623. a mess as its director 's diabolical debut , mad cows  [ID: 57871]
 ##### 
1624. to escape the shackles of its own clichés to be the best espionage picture to come out in weeks  [ID: 18560]
 ##### 
1625. heavy with flabby rolls of typical toback machinations .  [ID: 950]
 ##### 
1626. turn and devolves  [ID: 54945]
 ##### 
1627. pair that with really poor comedic writing ... and you 've got a huge mess  [ID: 35413]
 ##### 
1628. not to believe it  [ID: 18559]
 ##### 
1629. is a subzero version of monsters , inc. , without the latter 's imagination  [ID: 41005]
 ##### 
1630. term epic cinema  [ID: 61625]
 ##### 
1631. screwed-up  [ID: 5856]
 ##### 
1632. engrossing film  [ID: 58796]
 ##### 
1633. a prolonged extrusion of psychopathic pulp .  [ID: 27016]
 ##### 
1634. , you will enjoy seeing how both evolve  [ID: 26242]
 ##### 
1635. , it still seems endless .  [ID: 9736]
 ##### 
1636. there 's only one way to kill michael myers for good : stop buying tickets to these movies .  [ID: 27558]
 ##### 
1637. something i would rather live in denial about  [ID: 53395]
 ##### 
1638. the film does n't manage to hit all of its marks  [ID: 64551]
 ##### 
1639. because it was so endlessly , grotesquely , inventive  [ID: 1073]
 ##### 
1640. becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''  [ID: 27026]
 ##### 
1641. devoid of joy and energy  [ID: 54385]
 ##### 
1642. an all-around good time  [ID: 47649]
 ##### 
1643. parapsychological phenomena and the soulful nuances  [ID: 33512]
 ##### 
1644. liberating ability  [ID: 28421]
 ##### 
1645. lovely , sad dance  [ID: 6697]
 ##### 
1646. the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year .  [ID: 35361]
 ##### 
1647. loneliness and the chilly anonymity of the environments where so many of us spend so much of our time  [ID: 1804]
 ##### 
1648. a movie that ends up slapping its target audience in the face by shooting itself in the foot  [ID: 51577]
 ##### 
1649. never reach satisfying conclusions  [ID: 65156]
 ##### 
1650. amusing and unexpectedly insightful examination  [ID: 25254]
 ##### 
1651. a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public  [ID: 18530]
 ##### 
1652. its engaging simplicity is driven by appealing leads .  [ID: 38200]
 ##### 
1653. harks back to a time when movies had more to do with imagination than market research .  [ID: 50367]
 ##### 
1654. the sexual politics too smug  [ID: 54432]
 ##### 
1655. 's just rather leaden and dull .  [ID: 22990]
 ##### 
1656. bland murder-on-campus  [ID: 1832]
 ##### 
1657. a tired one  [ID: 52893]
 ##### 
1658. canny and  [ID: 60051]
 ##### 
1659. a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock  [ID: 30045]
 ##### 
1660. difficult to connect with on any deeper level  [ID: 24799]
 ##### 
1661. by way too much indulgence of scene-chewing , teeth-gnashing actorliness  [ID: 30142]
 ##### 
1662. , is a temporal inquiry that shoulders its philosophical burden lightly .  [ID: 13527]
 ##### 
1663. looked as beautiful , desirable , even delectable ,  [ID: 51254]
 ##### 
1664. a step further , richer  [ID: 13445]
 ##### 
1665. that turns me into that annoying specimen of humanity that i usually dread encountering the most  [ID: 32879]
 ##### 
1666. one of the worst movies of the year  [ID: 34933]
 ##### 
1667. grow increasingly disturbed  [ID: 26196]
 ##### 
1668. writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags .  [ID: 8375]
 ##### 
1669. us to remember that life 's ultimately a gamble and last orders are to be embraced  [ID: 14679]
 ##### 
1670. to enjoy yourselves without feeling conned  [ID: 30528]
 ##### 
1671. they 'll probably run out screaming .  [ID: 45912]
 ##### 
1672. watch these two  [ID: 32768]
 ##### 
1673. delivered in grand passion by the members of the various households  [ID: 25812]
 ##### 
1674. relentlessly folksy  [ID: 12078]
 ##### 
1675. whimsical  [ID: 45509]
 ##### 
1676. a crowd-pleaser ,  [ID: 42009]
 ##### 
1677. holds you  [ID: 10799]
 ##### 
1678. is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them  [ID: 18663]
 ##### 
1679. , stay away .  [ID: 38281]
 ##### 
1680. me without you has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .  [ID: 22858]
 ##### 
1681. force himself on people and into situations that would make lesser men run for cover  [ID: 36939]
 ##### 
1682. wildly inventive mixture  [ID: 23348]
 ##### 
1683. banged their brains into the ground so frequently  [ID: 46313]
 ##### 
1684. harsh conceptual exercise  [ID: 61648]
 ##### 
1685. though i could not stand them  [ID: 48226]
 ##### 
1686. beaten  [ID: 42068]
 ##### 
1687. as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac  [ID: 65966]
 ##### 
1688. sensitivity and skill  [ID: 21739]
 ##### 
1689. screams  [ID: 54483]
 ##### 
1690. their heroic capacity for good  [ID: 19501]
 ##### 
1691. ( kline 's ) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and  [ID: 34177]
 ##### 
1692. actually exploiting it yourself  [ID: 29161]
 ##### 
1693. the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull  [ID: 6387]
 ##### 
1694. moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture  [ID: 56180]
 ##### 
1695. piercing and feisty  [ID: 30162]
 ##### 
1696. and it 's harder still to believe that anyone in his right mind would want to see the it .  [ID: 36337]
 ##### 
1697. with notorious c.h.o. cho proves she has the stuff to stand tall with pryor , carlin and murphy .  [ID: 50751]
 ##### 
1698. when you 're a jet  [ID: 39127]
 ##### 
1699. clever and subtle  [ID: 27974]
 ##### 
1700. imaginative and successful  [ID: 27579]
 ##### 
1701. an emotional wallop  [ID: 41077]
 ##### 
1702. bore that tends to hammer home every one of its points .  [ID: 59327]
 ##### 
1703. crudely literal  [ID: 10789]
 ##### 
1704. the movie 's rude and crude humor  [ID: 62488]
 ##### 
1705. crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .  [ID: 47971]
 ##### 
1706. being lectured to by tech-geeks , if you 're up for that sort of thing  [ID: 55725]
 ##### 
1707. it 's a road-trip drama with too many wrong turns .  [ID: 32383]
 ##### 
1708. although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .  [ID: 11054]
 ##### 
1709. high-concept sci fi adventures  [ID: 24792]
 ##### 
1710. one fantastic ( and educational ) documentary .  [ID: 65136]
 ##### 
1711. it 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .  [ID: 31972]
 ##### 
1712. is one of the year 's best films  [ID: 27459]
 ##### 
1713. the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .  [ID: 31337]
 ##### 
1714. the results are far more alienating than involving .  [ID: 48591]
 ##### 
1715. best and most unpredictable comedy  [ID: 20460]
 ##### 
1716. essentially ruined -- or , rather ,  [ID: 2142]
 ##### 
1717. all but spits out denzel washington 's fine performance in the title role .  [ID: 47887]
 ##### 
1718. filmmakers dana janklowicz-mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracie  [ID: 8639]
 ##### 
1719. low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes  [ID: 31710]
 ##### 
1720. to please its intended audience -- children -- without placing their parents in a coma-like state .  [ID: 49774]
 ##### 
1721. a unique , well-crafted psychological study of grief  [ID: 41923]
 ##### 
1722. what you wish for  [ID: 513]
 ##### 
1723. human nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart  [ID: 20328]
 ##### 
1724. spirals downward ,  [ID: 36548]
 ##### 
1725. to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen  [ID: 16619]
 ##### 
1726. the plot is paper-thin and  [ID: 40586]
 ##### 
1727. takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading  [ID: 31434]
 ##### 
1728. when the tears come during that final , beautiful scene , they finally feel absolutely earned  [ID: 28464]
 ##### 
1729. ` life affirming '  [ID: 27958]
 ##### 
1730. self-indulgent and maddening  [ID: 39178]
 ##### 
1731. of my greatest pictures , drunken master  [ID: 19914]
 ##### 
1732. an unflinching look  [ID: 38620]
 ##### 
1733. are rich veins of funny stuff in this movie  [ID: 59223]
 ##### 
1734. start reading your scripts before signing that dotted line  [ID: 59026]
 ##### 
1735. you must shoot it in the head  [ID: 27625]
 ##### 
1736. thumbs down  [ID: 10547]
 ##### 
1737. direct-to-video/dvd  [ID: 30106]
 ##### 
1738. of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh  [ID: 45245]
 ##### 
1739. she has n't been worth caring about  [ID: 37403]
 ##### 
1740. stylized swedish fillm  [ID: 24209]
 ##### 
1741. its hawaiian setting , the science-fiction trimmings and  [ID: 18644]
 ##### 
1742. cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images  [ID: 5733]
 ##### 
1743. to take an entirely stale concept and push it through the audience 's meat grinder one more time  [ID: 1686]
