Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 20 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. our moviemakers  [ID: 40625]
1563. string  [ID: 64521]
 ##### 
1564. a horrible , 99-minute  [ID: 10344]
 ##### 
1565. very compelling , sensitive , intelligent and almost cohesive  [ID: 7288]
 ##### 
1566. uninspired  [ID: 53307]
 ##### 
1567. the product of loving , well integrated homage  [ID: 24317]
 ##### 
1568. fade from memory  [ID: 23901]
 ##### 
1569. gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day  [ID: 47316]
 ##### 
1570. execrable .  [ID: 29422]
 ##### 
1571. has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero .  [ID: 7249]
 ##### 
1572. ( a ) satisfying niblet  [ID: 13028]
 ##### 
1573. as imaginative as one might have hoped  [ID: 16778]
 ##### 
1574. both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement  [ID: 38599]
 ##### 
1575. fathers and sons , and the uneasy bonds between them  [ID: 27697]
 ##### 
1576. are as mushy as peas  [ID: 52821]
 ##### 
1577. a compelling pre-wwii drama  [ID: 53727]
 ##### 
1578. many pleasures  [ID: 547]
 ##### 
1579. rare directors  [ID: 43852]
 ##### 
1580. a natural sense for what works  [ID: 30007]
 ##### 
1581. reveals itself slowly , intelligently ,  [ID: 6142]
 ##### 
1582. scripted  [ID: 57665]
 ##### 
1583. other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .  [ID: 6841]
 ##### 
1584. is disappointingly generic .  [ID: 27337]
 ##### 
1585. uneven  [ID: 29808]
 ##### 
1586. the remarkable ensemble cast  [ID: 38512]
 ##### 
1587. , sprightly spin  [ID: 61414]
 ##### 
1588. to enjoy good trash every now and then  [ID: 8165]
 ##### 
1589. finally transporting re-imagining of beauty and the beast and 1930s horror films  [ID: 29564]
 ##### 
1590. 's semi-amusing to watch robert deniro belt out `` when you 're a jet  [ID: 27055]
 ##### 
1591. , you 're likely wondering why you 've been watching all this strutting and posturing .  [ID: 31606]
 ##### 
1592. surprisingly funny  [ID: 30325]
 ##### 
1593. has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and  [ID: 27866]
 ##### 
1594. , insightfully human  [ID: 66679]
 ##### 
1595. feels as flat as the scruffy sands of its titular community .  [ID: 27249]
 ##### 
1596. so much that this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny  [ID: 62061]
 ##### 
1597. sillier , cuter , and shorter than the first ( as best i remember ) , but still a very good time at the cinema .  [ID: 51129]
 ##### 
1598. although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .  [ID: 27333]
 ##### 
1599. color and depth , and  [ID: 65646]
 ##### 
1600. delivers a surprising  [ID: 20290]
 ##### 
1601. with the titillating material  [ID: 39474]
 ##### 
1602. who is a welcome relief from the usual two-dimensional offerings  [ID: 16483]
 ##### 
1603. telling  [ID: 43627]
 ##### 
1604. is notable for its sheer audacity and openness  [ID: 26466]
 ##### 
1605. disconcertingly  [ID: 36955]
 ##### 
1606. full of flatulence jokes and mild sexual references , kung pow !  [ID: 25242]
 ##### 
1607. does not translate well to the screen  [ID: 41720]
 ##### 
1608. undercut by its awkward structure and a final veering toward melodrama .  [ID: 33039]
 ##### 
1609. the , yes , snail-like pacing and lack of thematic resonance  [ID: 59563]
 ##### 
1610. been a confusing and horrifying vision  [ID: 27281]
 ##### 
1611. stallion of the cimarron is a winner .  [ID: 30968]
 ##### 
1612. helps keep the proceedings as funny for grown-ups as for rugrats  [ID: 14355]
 ##### 
1613. ( madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag .  [ID: 9598]
 ##### 
1614. offers some flashy twists and turns that occasionally fortify this turgid fable  [ID: 25979]
 ##### 
1615. is a children 's film in the truest sense .  [ID: 65838]
 ##### 
1616. that 's so mechanical you can smell the grease on the plot  [ID: 45405]
 ##### 
1617. fantastic visual trope  [ID: 29293]
 ##### 
1618. imponderably stilted  [ID: 16616]
 ##### 
1619. in the best possible senses of both those words  [ID: 22146]
 ##### 
1620. murphy and wilson actually make a pretty good team  [ID: 44992]
 ##### 
1621. the working out of the plot almost arbitrary  [ID: 30337]
 ##### 
1622. 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .  [ID: 26093]
 ##### 
1623. bitchy  [ID: 59639]
 ##### 
1624. of the things costner movies are known for  [ID: 18301]
 ##### 
1625. that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults  [ID: 2232]
 ##### 
1626. great and a terrible story  [ID: 40775]
 ##### 
1627. our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender  [ID: 28543]
 ##### 
1628. more enjoyable than its predecessor .  [ID: 46491]
 ##### 
1629. too bland to be interesting  [ID: 12356]
 ##### 
1630. a wet burlap sack  [ID: 52435]
 ##### 
1631. , gangs excels in spectacle and pacing .  [ID: 49204]
 ##### 
1632. ... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror .  [ID: 13138]
 ##### 
1633. goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab  [ID: 10580]
 ##### 
1634. in short , is n't nearly as funny as it thinks it is  [ID: 15568]
 ##### 
1635. is probably the funniest person in the film , which gives you an idea just how bad it was  [ID: 12272]
 ##### 
1636. 2002 's first great film  [ID: 22629]
 ##### 
1637. i found it slow , predictable and not very amusing .  [ID: 41088]
 ##### 
1638. drug culture  [ID: 19978]
 ##### 
1639. are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach  [ID: 64922]
 ##### 
1640. gibberish  [ID: 46895]
 ##### 
1641. road to perdition does display greatness , and it 's worth seeing  [ID: 45916]
 ##### 
1642. a high note  [ID: 65466]
 ##### 
1643. that really tells the tale  [ID: 46976]
 ##### 
1644. the melodramatic aspects start to overtake the comedy  [ID: 59255]
 ##### 
1645. there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch .  [ID: 21236]
 ##### 
1646. here is a vh1 behind the music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .  [ID: 46682]
 ##### 
1647. lasting impression  [ID: 41695]
 ##### 
1648. contemplation  [ID: 4876]
 ##### 
1649. engage  [ID: 45923]
 ##### 
1650. beautiful and mysterious  [ID: 31421]
 ##### 
1651. feeling guilty for it  [ID: 51300]
 ##### 
1652. a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams  [ID: 34182]
 ##### 
1653. hugely imaginative and successful casting to its great credit  [ID: 20325]
 ##### 
1654. as we  [ID: 16223]
 ##### 
1655. knows its classical music , knows its freud and  [ID: 29872]
 ##### 
1656. been immersed in a foreign culture only to find that human nature is pretty much the same all over  [ID: 27505]
 ##### 
1657. a man in pain  [ID: 60235]
 ##### 
1658. committed  [ID: 22264]
 ##### 
1659. intriguing bit  [ID: 37951]
 ##### 
1660. `` wild ride ''  [ID: 64015]
 ##### 
1661. the laborious pacing  [ID: 12601]
 ##### 
1662. clever adaptation  [ID: 48271]
 ##### 
1663. dumbness  [ID: 57953]
 ##### 
1664. chilling and fascinating as philippe mora 's modern hitler-study  [ID: 59311]
 ##### 
1665. , ryan gosling ( murder by numbers ) delivers a magnetic performance .  [ID: 58027]
 ##### 
1666. since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth  [ID: 55190]
 ##### 
1667. that should be punishable by chainsaw  [ID: 36537]
 ##### 
1668. it 's all surface psychodramatics .  [ID: 24416]
 ##### 
1669. his sly , intricate magic  [ID: 42896]
 ##### 
1670. perfectly entertaining  [ID: 53880]
 ##### 
1671. an imaginative teacher  [ID: 24739]
 ##### 
1672. rewarding  [ID: 9092]
 ##### 
1673. studios  [ID: 37086]
 ##### 
1674. each one of these people stand out  [ID: 25248]
 ##### 
1675. is a nonstop hoot  [ID: 63878]
 ##### 
1676. written , flatly  [ID: 22399]
 ##### 
1677. mythic status  [ID: 23622]
 ##### 
1678. a rare treat that shows the promise of digital filmmaking  [ID: 60152]
 ##### 
1679. makes an amazing breakthrough in her first starring role  [ID: 47925]
 ##### 
1680. turns into an ocean of trouble  [ID: 48253]
 ##### 
1681. , madonna 's cameo does n't suck !  [ID: 12783]
 ##### 
1682. little emotional resonance  [ID: 10164]
 ##### 
1683. the direction is clumsy  [ID: 49547]
 ##### 
1684. brave and sweetly rendered love story .  [ID: 54863]
 ##### 
1685. the two leads , nearly perfect in their roles ,  [ID: 65062]
 ##### 
1686. is a popcorn film , not a must-own , or even a must-see .  [ID: 7377]
 ##### 
1687. anarchists who face arrest 15 years after their crime  [ID: 34389]
 ##### 
1688. revolutionary  [ID: 42489]
 ##### 
1689. can only point the way -- but thank goodness for this signpost .  [ID: 11296]
 ##### 
1690. praises  [ID: 33528]
 ##### 
1691. a little scattered  [ID: 60391]
 ##### 
1692. respectable new one  [ID: 101]
 ##### 
1693. its floating narrative  [ID: 19927]
 ##### 
1694. the movie that does n't really deliver for country music fans or for family audiences  [ID: 16950]
 ##### 
1695. of the theater  [ID: 18715]
 ##### 
1696. engaged  [ID: 19396]
 ##### 
1697. had to escape from director mark romanek 's self-conscious scrutiny  [ID: 16734]
 ##### 
1698. vibrant and intoxicating  [ID: 65243]
 ##### 
1699. determined to uncover the truth and hopefully inspire action  [ID: 50725]
 ##### 
1700. well-executed spy-thriller .  [ID: 24141]
 ##### 
1701. hooks us completely  [ID: 20066]
 ##### 
1702. , it 's kinda dumb .  [ID: 60462]
 ##### 
1703. work in the same vein as the brilliance of animal house  [ID: 14686]
 ##### 
1704. may have been born to make  [ID: 46585]
 ##### 
1705. the star-making machinery  [ID: 27580]
 ##### 
1706. relationship and  [ID: 44561]
 ##### 
1707. , intelligent , and humanly funny film .  [ID: 62027]
 ##### 
1708. evolved from star to superstar some time over the past year , which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while .  [ID: 32473]
 ##### 
1709. an exquisite motion picture in its own right  [ID: 35483]
 ##### 
1710. high-profile talent  [ID: 41303]
 ##### 
1711. the result is a film that 's about as subtle as a party political broadcast  [ID: 10729]
 ##### 
1712. but it could be , by its art and heart , a necessary one .  [ID: 30916]
 ##### 
1713. why `` they '' were here and what `` they '' wanted and quite honestly , i did n't care .  [ID: 50800]
 ##### 
1714. try to create characters out of the obvious cliches ,  [ID: 47816]
 ##### 
1715. bad movie .  [ID: 3853]
 ##### 
1716. the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful  [ID: 34746]
 ##### 
1717. is throwing up his hands in surrender , is firing his r&d people ,  [ID: 37076]
 ##### 
1718. is a general air of exuberance in all about the benjamins that 's hard to resist .  [ID: 26020]
 ##### 
1719. a small gem from belgium .  [ID: 6300]
 ##### 
1720. terror the heroes of horror movies try to avoid  [ID: 55288]
 ##### 
1721. it preaches  [ID: 61276]
 ##### 
1722. by taking your expectations and twisting them just a bit  [ID: 8291]
 ##### 
1723. beg the question ` why  [ID: 22818]
 ##### 
1724. the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes  [ID: 43035]
 ##### 
1725. possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything  [ID: 59132]
 ##### 
1726. is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal .  [ID: 36651]
 ##### 
1727. an allegedly inspiring and easily marketable flick  [ID: 50328]
 ##### 
1728. the most original  [ID: 21020]
 ##### 
1729. it 's just plain lurid when it is n't downright silly .  [ID: 19675]
 ##### 
1730. slack execution  [ID: 29042]
 ##### 
1731. reminiscent  [ID: 55014]
 ##### 
1732. nearly as dreadful  [ID: 52184]
 ##### 
1733. wheezy  [ID: 26566]
 ##### 
1734. the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament  [ID: 27983]
 ##### 
1735. when a documentary fails to live up to -- or offer any new insight into -- its chosen topic  [ID: 33646]
 ##### 
1736. seagal , who looks more like danny aiello these days  [ID: 340]
 ##### 
1737. of the director , frank novak , that keeps the film grounded in an undeniable social realism  [ID: 60909]
 ##### 
1738. hugh grant , who has a good line in charm  [ID: 276]
 ##### 
1739. an almost palpable sense of intensity  [ID: 41575]
 ##### 
1740. also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives  [ID: 11157]
 ##### 
1741. very funny romantic comedy  [ID: 17299]
 ##### 
1742. absorbs all manner of lame entertainment  [ID: 16381]
 ##### 
1743. awfully good , achingly human picture  [ID: 31270]
 ##### 
1744. is reasonably entertaining ,  [ID: 24871]
 ##### 
1745. cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want  [ID: 19805]
 ##### 
1746. 's needed so badly but what is virtually absent  [ID: 21658]
 ##### 
1747. ignite  [ID: 36219]
 ##### 
1748. feels cheated  [ID: 57643]
 ##### 
1749. you 'd want to watch if you only had a week to live  [ID: 25286]
 ##### 
1750. swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements  [ID: 7420]
 ##### 
1751. shining  [ID: 43297]
 ##### 
1752. the energy it takes to describe how bad it is  [ID: 442]
 ##### 
1753. a tragic love story  [ID: 43712]
 ##### 
1754. it lacks in outright newness  [ID: 8714]
 ##### 
1755. a gorgeous film -  [ID: 18440]
 ##### 
1756. 's as good as you remember .  [ID: 11423]
 ##### 
1757. has humor and heart and very talented young actors  [ID: 16512]
 ##### 
1758. aan opportunity wasted .  [ID: 23981]
 ##### 
1759. of matthew shepard  [ID: 39848]
 ##### 
1760. the film does n't have enough innovation or pizazz to attract teenagers , and  [ID: 1287]
 ##### 
1761. is magnificent  [ID: 40126]
 ##### 
1762. conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects  [ID: 23098]
 ##### 
1763. same option to slap her creators because they 're clueless and inept  [ID: 30264]
 ##### 
1764. bad stage dialogue  [ID: 60745]
 ##### 
1765. by a gritty style and an excellent cast  [ID: 25047]
 ##### 
1766. could n't recommend this film more .  [ID: 59275]
