Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 80 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. obsessive  [ID: 60655]
1553. touch  [ID: 6810]
 ##### 
1554. far less endearing disabilities  [ID: 7589]
 ##### 
1555. as beautiful  [ID: 55824]
 ##### 
1556. 's not that funny  [ID: 1768]
 ##### 
1557. of our most conservative and hidebound movie-making traditions  [ID: 4524]
 ##### 
1558. for people who like their romances to have that french realism  [ID: 8960]
 ##### 
1559. wise-beyond-her-years  [ID: 43864]
 ##### 
1560. is as generic as its title .  [ID: 57879]
 ##### 
1561. to find a movie character more unattractive or odorous ( than leon )  [ID: 40284]
 ##### 
1562. retread story  [ID: 59651]
 ##### 
1563. this romantic comedy  [ID: 14405]
 ##### 
1564. like quirky , odd movies and/or the ironic  [ID: 61113]
 ##### 
1565. 'll probably run out screaming .  [ID: 56429]
 ##### 
1566. cherish '  [ID: 40795]
 ##### 
1567. employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .  [ID: 46907]
 ##### 
1568. is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .  [ID: 60389]
 ##### 
1569. louiso lets the movie dawdle in classic disaffected-indie-film mode , and  [ID: 28593]
 ##### 
1570. affluence  [ID: 67248]
 ##### 
1571. engaging mystery  [ID: 17240]
 ##### 
1572. some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but  [ID: 21010]
 ##### 
1573. this three-hour endurance test  [ID: 4742]
 ##### 
1574. attentive  [ID: 1308]
 ##### 
1575. , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill  [ID: 62183]
 ##### 
1576. reaches across time and distance  [ID: 11169]
 ##### 
1577. a large dose of painkillers  [ID: 60963]
 ##### 
1578. it 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary .  [ID: 15325]
 ##### 
1579. unfocused  [ID: 62233]
 ##### 
1580. terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english  [ID: 1869]
 ##### 
1581. a perceptive , good-natured movie  [ID: 1081]
 ##### 
1582. could n't have done any better in bringing the story of spider-man to the big screen .  [ID: 6168]
 ##### 
1583. your least favorite james bond movie seem as cleverly plotted as the usual suspects  [ID: 54668]
 ##### 
1584. more unattractive or odorous  [ID: 18409]
 ##### 
1585. obviously desired  [ID: 52669]
 ##### 
1586. none of birthday girl 's calculated events take us by surprise ...  [ID: 35056]
 ##### 
1587. is nonjudgmental , and  [ID: 55396]
 ##### 
1588. about which you can actually feel good  [ID: 58305]
 ##### 
1589. is less compelling than the circumstances of its making  [ID: 47772]
 ##### 
1590. they figure the power-lunchers do n't care to understand , either  [ID: 26172]
 ##### 
1591. reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .  [ID: 33697]
 ##### 
1592. a minor miracle  [ID: 55380]
 ##### 
1593. with his fake backdrops and stately pacing  [ID: 48013]
 ##### 
1594. its lackadaisical plotting and mindless action  [ID: 15174]
 ##### 
1595. a unique , well-crafted psychological study  [ID: 56322]
 ##### 
1596. family , forgiveness and love  [ID: 65945]
 ##### 
1597. a strong dramatic and emotional pull  [ID: 45272]
 ##### 
1598. rigid  [ID: 63994]
 ##### 
1599. rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle  [ID: 47430]
 ##### 
1600. animated epic  [ID: 7810]
 ##### 
1601. feels like a prison stretch  [ID: 41817]
 ##### 
1602. remains a perfect wildean actor  [ID: 10364]
 ##### 
1603. enthusiastic audience  [ID: 42465]
 ##### 
1604. walter hill 's undisputed is like a 1940s warner bros. .  [ID: 56819]
 ##### 
1605. getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good  [ID: 56368]
 ##### 
1606. a showdown  [ID: 363]
 ##### 
1607. that he 's spiffing up leftovers that are n't so substantial or fresh  [ID: 47250]
 ##### 
1608. watch them clumsily mugging their way through snow dogs  [ID: 46219]
 ##### 
1609. become one of our best actors  [ID: 60375]
 ##### 
1610. a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades  [ID: 42945]
 ##### 
1611. turns a blind eye  [ID: 8719]
 ##### 
1612. approaches his difficult , endless work with remarkable serenity and discipline  [ID: 45484]
 ##### 
1613. in tired stereotypes  [ID: 60529]
 ##### 
1614. makes less sense than the bruckheimeresque american action flicks it emulates .  [ID: 35475]
 ##### 
1615. its dying  [ID: 21631]
 ##### 
1616. timely and  [ID: 32469]
 ##### 
1617. most aggressive and most sincere  [ID: 22490]
 ##### 
1618. down-to-earth  [ID: 28818]
 ##### 
1619. lost in the translation  [ID: 7197]
 ##### 
1620. workmanlike in the extreme  [ID: 31920]
 ##### 
1621. just not a thrilling movie  [ID: 36287]
 ##### 
1622. this nonsensical story  [ID: 50315]
 ##### 
1623. introspective and  [ID: 14250]
 ##### 
1624. insignificance  [ID: 16201]
 ##### 
1625. stay afloat  [ID: 5619]
 ##### 
1626. tear ducts does n't mean it 's good enough for our girls  [ID: 33331]
 ##### 
1627. justifying the hype that surrounded its debut at the sundance film festival  [ID: 29087]
 ##### 
1628. radioactive hair  [ID: 16646]
 ##### 
1629. genuinely  [ID: 11139]
 ##### 
1630. of france 's most inventive directors  [ID: 25868]
 ##### 
1631. borrows from bad lieutenant and les vampires ,  [ID: 9005]
 ##### 
1632. a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story  [ID: 30539]
 ##### 
1633. is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .  [ID: 11348]
 ##### 
1634. is cloudy , the picture making becalmed .  [ID: 46127]
 ##### 
1635. a domestic melodrama  [ID: 7980]
 ##### 
1636. create a feature film that is wickedly fun to watch  [ID: 66087]
 ##### 
1637. ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon  [ID: 2212]
 ##### 
1638. miyazaki has created such a vibrant , colorful world  [ID: 28666]
 ##### 
1639. meticulous talent  [ID: 15778]
 ##### 
1640. becomes claustrophobic  [ID: 11371]
 ##### 
1641. mean-spirited and  [ID: 59024]
 ##### 
1642. ludicrous film  [ID: 11264]
 ##### 
1643. funny , and even touching  [ID: 22513]
 ##### 
1644. that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery  [ID: 38988]
 ##### 
1645. the movie will likely set the cause of woman warriors back decades .  [ID: 19023]
 ##### 
1646. , the weight of water comes to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries . '  [ID: 40107]
 ##### 
1647. a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop .  [ID: 8329]
 ##### 
1648. processed comedy  [ID: 62896]
 ##### 
1649. guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , do n't shoot the messenger )  [ID: 28328]
 ##### 
1650. a hole in your head  [ID: 39814]
 ##### 
1651. much colorful eye candy , including the spectacle of gere in his dancing shoes  [ID: 62190]
 ##### 
1652. the best espionage picture to come out in weeks  [ID: 19835]
 ##### 
1653. a dull , inconsistent , dishonest female bonding  [ID: 56825]
 ##### 
1654. makes you feel like a chump  [ID: 16812]
 ##### 
1655. uplifting , funny and wise  [ID: 13196]
 ##### 
1656. humorless  [ID: 789]
 ##### 
1657. , it must be labeled ` hip ' , ` innovative ' and ` realistic '  [ID: 53109]
 ##### 
1658. is ultimately thoughtful without having much dramatic impact  [ID: 44027]
 ##### 
1659. to make box office money that makes michael jordan jealous  [ID: 17327]
 ##### 
1660. bland hotels  [ID: 29562]
 ##### 
1661. deeply out of place in what could have  [ID: 32454]
 ##### 
1662. feels contrived  [ID: 56236]
 ##### 
1663. you 're far better served by the source material .  [ID: 61667]
 ##### 
1664. taboo  [ID: 20420]
 ##### 
1665. is that , by the end , no one in the audience or the film seems to really care  [ID: 17362]
 ##### 
1666. ( johnnie to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .  [ID: 50089]
 ##### 
1667. 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .  [ID: 21361]
 ##### 
1668. redeeming feature  [ID: 56544]
 ##### 
1669. in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .  [ID: 4587]
 ##### 
1670. being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience  [ID: 47575]
 ##### 
1671. is actually funny without hitting below the belt  [ID: 7758]
 ##### 
1672. ignore the reputation , and ignore the film  [ID: 35343]
 ##### 
1673. clichés , depression and bad alternative music  [ID: 39438]
 ##### 
1674. a particularly slanted , gay s/m fantasy  [ID: 5321]
 ##### 
1675. a noble teacher who embraces a strict moral code  [ID: 59063]
 ##### 
1676. a highly gifted 12-year-old  [ID: 11993]
 ##### 
1677. things fall apart  [ID: 65075]
 ##### 
1678. smartly and wistfully  [ID: 46240]
 ##### 
1679. the horrible pains of a death  [ID: 27722]
 ##### 
1680. , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .  [ID: 6094]
 ##### 
1681. hughes comedy  [ID: 2956]
 ##### 
1682. one of the rarest kinds of films  [ID: 18388]
 ##### 
1683. may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick  [ID: 48390]
 ##### 
1684. cool gadgets and creatures  [ID: 41519]
 ##### 
1685. a doa dud from frame one .  [ID: 39824]
 ##### 
1686. any scenes that might have required genuine acting from ms. spears  [ID: 49276]
 ##### 
1687. clean-cut dahmer  [ID: 37829]
 ##### 
1688. becomes a tv episode rather than a documentary  [ID: 38949]
 ##### 
1689. offer some modest amusements when one has nothing else to watch  [ID: 37153]
 ##### 
1690. the clumsy cliché of the ugly american  [ID: 12036]
 ##### 
1691. a sad aristocrat in tattered finery  [ID: 6565]
 ##### 
1692. the lively appeal  [ID: 58206]
 ##### 
1693. insecure  [ID: 9489]
 ##### 
1694. , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .  [ID: 28535]
 ##### 
1695. enhance  [ID: 35489]
 ##### 
1696. it 's left a few crucial things out , like character development and coherence  [ID: 26165]
 ##### 
1697. does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world  [ID: 19918]
 ##### 
1698. of longing , lasting traces of charlotte 's web of desire and desperation  [ID: 54389]
 ##### 
1699. what elevates the movie above the run-of-the-mill singles blender  [ID: 5361]
 ##### 
1700. with complications  [ID: 36492]
 ##### 
1701. a lyrical metaphor for cultural and personal self-discovery and a picaresque view  [ID: 44820]
 ##### 
1702. a confusing melange  [ID: 59993]
 ##### 
1703. alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .  [ID: 31099]
 ##### 
1704. 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work  [ID: 2236]
 ##### 
1705. the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists --  [ID: 63656]
 ##### 
1706. have an opportunity to triumphantly sermonize  [ID: 1598]
 ##### 
1707. eloquently  [ID: 66449]
 ##### 
1708. though the aboriginal aspect lends the ending an extraordinary poignancy , and the story  [ID: 4663]
 ##### 
1709. would change the fact that what we have here is a load of clams left in the broiling sun for a good three days  [ID: 49112]
 ##### 
1710. what 's surprising is how well it holds up in an era in which computer-generated images are the norm .  [ID: 27101]
 ##### 
1711. is so lovely toward the end  [ID: 58774]
 ##### 
1712. , it just sits there like a side dish no one ordered .  [ID: 28659]
 ##### 
1713. trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and  [ID: 53425]
 ##### 
1714. excellent sequel .  [ID: 64161]
 ##### 
1715. it is were it not for the striking , quietly vulnerable personality of ms. ambrose  [ID: 14644]
 ##### 
1716. she boxes these women 's souls right open for us .  [ID: 20708]
 ##### 
1717. a sentimental mess that never  [ID: 13157]
 ##### 
1718. it definitely gives you something to chew on  [ID: 38415]
 ##### 
1719. did no one on the set have a sense of humor , or  [ID: 45456]
 ##### 
1720. equally miserable film  [ID: 8928]
 ##### 
1721. 'll feel like you ate a reeses without the peanut butter ...  [ID: 27685]
 ##### 
1722. it would be like to be smack in the middle of a war zone armed with nothing but a camera  [ID: 13063]
 ##### 
1723. does not rely on dumb gags , anatomical humor , or character cliches  [ID: 40765]
 ##### 
1724. just a string of stale gags ,  [ID: 25223]
 ##### 
1725. , shapeless documentary  [ID: 51834]
 ##### 
1726. real visual charge to the filmmaking  [ID: 62882]
 ##### 
1727. handled correctly , wilde 's play is a masterpiece of elegant wit and artifice .  [ID: 64451]
 ##### 
1728. what 's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .  [ID: 35642]
 ##### 
1729. be engaging  [ID: 23844]
 ##### 
1730. to pump life into overworked elements from eastwood 's dirty harry period  [ID: 51688]
 ##### 
1731. as though jay roach directed the film from the back of a taxicab  [ID: 6173]
 ##### 
1732. only to keep letting go at all the wrong moments  [ID: 13078]
 ##### 
1733. liked this film a lot  [ID: 39350]
 ##### 
1734. might not seem like the proper cup of tea  [ID: 63678]
 ##### 
1735. far the worst movie  [ID: 66948]
 ##### 
1736. odd and weird .  [ID: 53076]
 ##### 
1737. the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago  [ID: 55067]
 ##### 
1738. a realistically terrifying movie that puts another notch  [ID: 18759]
 ##### 
1739. very humble  [ID: 21395]
 ##### 
1740. a played-out idea  [ID: 2751]
 ##### 
1741. it 's trying to set the women 's liberation movement back 20 years  [ID: 30364]
 ##### 
1742. is sure to win viewers ' hearts  [ID: 41902]
 ##### 
1743. silly humbuggery ...  [ID: 23830]
 ##### 
1744. a triumph of pure craft and passionate heart .  [ID: 26209]
 ##### 
1745. the process comes out looking like something wholly original  [ID: 29691]
 ##### 
1746. is plenty of fun for all  [ID: 49930]
 ##### 
1747. thrown-together  [ID: 30871]
 ##### 
1748. a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .  [ID: 44102]
