Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
398. impeccable throughout  [ID: 38487]
 ##### 
399. this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .  [ID: 20082]
 ##### 
400. worth a recommendation  [ID: 1128]
 ##### 
401. would have a good time here .  [ID: 21566]
 ##### 
402. the master of disguise is awful .  [ID: 3123]
 ##### 
403. kicking undead ***  [ID: 11265]
 ##### 
404. the scariest movie  [ID: 32362]
 ##### 
405. by now intolerable  [ID: 23085]
 ##### 
406. are they like humans , only hairier  [ID: 22008]
 ##### 
407. is inane and awful  [ID: 44003]
 ##### 
408. just offensive  [ID: 8178]
 ##### 
409. one 's appetite for the bollywood films  [ID: 62325]
 ##### 
410. of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film  [ID: 13404]
 ##### 
411. sweet home alabama is n't as funny as you 'd hoped .  [ID: 51355]
 ##### 
412. `` minority report '' astounds .  [ID: 32170]
 ##### 
413. the joy the characters take in this creed  [ID: 4015]
 ##### 
414. , big trouble could be considered a funny little film .  [ID: 62342]
 ##### 
415. going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster  [ID: 36790]
 ##### 
416. with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent  [ID: 28746]
 ##### 
417. being real  [ID: 49285]
 ##### 
418. moaning about their cruel fate  [ID: 46836]
 ##### 
419. skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .  [ID: 61712]
 ##### 
420. as predictable as the outcome of a globetrotters-generals game  [ID: 23531]
 ##### 
421. on intimate relationships  [ID: 16539]
 ##### 
422. its seriousness and quality  [ID: 58419]
 ##### 
423. the film has in kieran culkin a pitch-perfect holden .  [ID: 13031]
 ##### 
424. the truly funny bits  [ID: 719]
 ##### 
425. recalling sixties ' rockumentary milestones from lonely boy to  [ID: 44747]
 ##### 
426. avoid  [ID: 25661]
 ##### 
427. as an old pickup skidding completely out of control on a long patch of black ice  [ID: 31795]
 ##### 
428. sometimes hilarious )  [ID: 16094]
 ##### 
429. it is ok for a movie to be something of a sitcom apparatus  [ID: 42346]
 ##### 
430. a copy of a copy of a copy  [ID: 23103]
 ##### 
431. a treat  [ID: 53916]
 ##### 
432. that heralds something special  [ID: 1055]
 ##### 
433. marks him as one of the most interesting writer/directors working today .  [ID: 55112]
 ##### 
434. a pointed , often tender , examination of the pros and cons of unconditional  [ID: 1965]
 ##### 
435. begin to long for the end credits as the desert does for rain  [ID: 31426]
 ##### 
436. all the outward elements of the original  [ID: 23158]
 ##### 
437. to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit  [ID: 62640]
 ##### 
438. of disney 's great past  [ID: 49961]
 ##### 
439. it is handled with intelligence and care  [ID: 42429]
 ##### 
440. starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .  [ID: 49886]
 ##### 
441. love , racial tension , and other issues that are as valid today  [ID: 30730]
 ##### 
442. the masses with star power , a pop-induced score and sentimental  [ID: 37020]
 ##### 
443. cute  [ID: 38504]
 ##### 
444. wow fans  [ID: 54091]
 ##### 
445. length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue  [ID: 38848]
 ##### 
446. putters along looking for astute observations and coming up blank  [ID: 3136]
 ##### 
447. look smeary and blurry , to the point of distraction  [ID: 260]
 ##### 
448. the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .  [ID: 60021]
 ##### 
449. look ill at ease sharing the same scene  [ID: 45361]
 ##### 
450. off-puttingly  [ID: 7034]
 ##### 
451. anything special , save for a few comic turns ,  [ID: 58271]
 ##### 
452. leguizamo 's best movie work so far ,  [ID: 41072]
 ##### 
453. research library dust  [ID: 45345]
 ##### 
454. sets a new benchmark for lameness .  [ID: 30182]
 ##### 
455. befuddling  [ID: 4598]
 ##### 
456. a lobotomy  [ID: 60028]
 ##### 
457. , and of telling a fascinating character 's story  [ID: 30950]
 ##### 
458. does n't really care about the thousands of americans who die hideously  [ID: 15448]
 ##### 
459. scenes all end in someone screaming  [ID: 12450]
 ##### 
460. instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way .  [ID: 26008]
 ##### 
461. oddballs  [ID: 51066]
 ##### 
462. so striking  [ID: 29852]
 ##### 
463. hideous yellow  [ID: 32082]
 ##### 
464. maudlin or  [ID: 576]
 ##### 
465. humorously  [ID: 51286]
 ##### 
466. of pleasure or sensuality  [ID: 59034]
 ##### 
467. that takes too long to shake  [ID: 7058]
 ##### 
468. blessed  [ID: 21967]
 ##### 
469. quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar  [ID: 63280]
 ##### 
470. treat for its depiction  [ID: 51403]
 ##### 
471. his lack of self-awareness  [ID: 15862]
 ##### 
472. , e.t. is still a cinematic touchstone .  [ID: 23327]
 ##### 
473. zany mix  [ID: 61315]
 ##### 
474. seeing things from new sides , plunging deeper ,  [ID: 60713]
 ##### 
475. blessed with a searing lead performance  [ID: 8073]
 ##### 
476. even delectable  [ID: 13588]
 ##### 
477. the martial arts master to top form  [ID: 22213]
 ##### 
478. gangs excels in spectacle and pacing .  [ID: 1450]
 ##### 
479. it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and  [ID: 67008]
 ##### 
480. a small but rewarding comedy  [ID: 52002]
 ##### 
481. every aggrieved father cliché  [ID: 60225]
 ##### 
482. one of the worst films of the summer  [ID: 63585]
 ##### 
483. stylish but steady , and ultimately very satisfying ,  [ID: 6371]
 ##### 
484. as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but  [ID: 17749]
 ##### 
485. perfectly  [ID: 6312]
 ##### 
486. it may not be a huge cut of above the rest , but i enjoyed barbershop  [ID: 19468]
 ##### 
487. this mess  [ID: 66382]
 ##### 
488. powder blues  [ID: 53543]
 ##### 
489. ambitious `  [ID: 29574]
 ##### 
490. aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script  [ID: 14233]
 ##### 
491. rarely has a film 's title served such dire warning .  [ID: 6264]
 ##### 
492. smeary and blurry  [ID: 53442]
 ##### 
493. able to overcome his personal obstacles and become a good man  [ID: 53134]
 ##### 
494. rich visual clarity and deeply  [ID: 62077]
 ##### 
495. give shapiro , goldman , and bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour .  [ID: 65083]
 ##### 
496. minded patience , respect and affection  [ID: 20001]
 ##### 
497. like brosnan 's performance  [ID: 1601]
 ##### 
498. endeavors  [ID: 21441]
 ##### 
499. deteriorates into a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell .  [ID: 40761]
 ##### 
500. of being overrun by corrupt and hedonistic weasels  [ID: 11126]
 ##### 
501. one of the most exciting action films to come out of china in recent years .  [ID: 39361]
 ##### 
502. be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows  [ID: 60681]
 ##### 
503. wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .  [ID: 19255]
 ##### 
504. he nonetheless appreciates the art and reveals a music scene that transcends culture and race .  [ID: 48655]
 ##### 
505. a raunchy and frequently hilarious follow-up to the gifted korean american stand-up  [ID: 33242]
 ##### 
506. what is essentially an extended soap opera  [ID: 17393]
 ##### 
507. to learn , to grow ,  [ID: 61409]
 ##### 
508. a rollicking adventure  [ID: 33363]
 ##### 
509. a rounded and revealing overview  [ID: 44987]
 ##### 
510. with a humanistic message  [ID: 9302]
 ##### 
511. rooted in a sincere performance  [ID: 45839]
 ##### 
512. delightfully unpredictable , hilarious comedy  [ID: 23349]
 ##### 
513. sometimes murky , always brooding look  [ID: 44633]
 ##### 
514. about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .  [ID: 15678]
 ##### 
515. amazingly  [ID: 39375]
 ##### 
516. that 'll be much funnier than anything in the film ...  [ID: 42061]
 ##### 
517. of the same old garbage  [ID: 40212]
 ##### 
518. is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats )  [ID: 32026]
 ##### 
519. the tiresome rant  [ID: 42393]
 ##### 
520. thematic resonance  [ID: 13250]
 ##### 
521. i 'll go out on a limb .  [ID: 12608]
 ##### 
522. shines on all the characters ,  [ID: 41326]
 ##### 
523. has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end  [ID: 6877]
 ##### 
524. stoops to having characters drop their pants for laughs and not the last time  [ID: 21018]
 ##### 
525. grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .  [ID: 48957]
 ##### 
526. well-timed explosion  [ID: 59786]
 ##### 
527. is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues  [ID: 26665]
 ##### 
528. certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .  [ID: 31073]
 ##### 
529. generic thriller junk .  [ID: 49260]
 ##### 
530. commands attention  [ID: 9539]
 ##### 
531. full of funny situations and honest observations  [ID: 2787]
 ##### 
532. music and laughter  [ID: 18418]
 ##### 
533. sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions .  [ID: 49530]
 ##### 
534. is the energetic frontman  [ID: 35372]
 ##### 
535. 's fun for kids of any age .  [ID: 12259]
 ##### 
536. consider it ` perfection  [ID: 9748]
 ##### 
537. is cloudy , the picture making becalmed .  [ID: 46127]
 ##### 
538. sporting one of the worst titles in recent cinematic history  [ID: 34449]
 ##### 
539. stale , standard , connect-the-dots storyline  [ID: 23196]
 ##### 
540. made eddie murphy a movie star and the man has n't aged a day .  [ID: 1040]
 ##### 
541. humor , warmth  [ID: 65103]
 ##### 
542. makes sense , with its unbelievable naïveté and arbitrary flashbacks .  [ID: 14755]
 ##### 
543. a huge amount of the credit for the film  [ID: 10616]
 ##### 
544. made swimfan anyway  [ID: 24586]
 ##### 
545. it 's coherent , well shot , and tartly acted , but  [ID: 35756]
 ##### 
546. on `` stupid ''  [ID: 6283]
 ##### 
547. tears  [ID: 28552]
 ##### 
548. offers instead an unflinching and objective look at a decidedly perverse pathology  [ID: 6711]
 ##### 
549. untrained in acting  [ID: 18471]
 ##### 
550. he makes sure the salton sea works the way a good noir should , keeping it tight and nasty  [ID: 30501]
 ##### 
551. is not quite the career peak  [ID: 43793]
 ##### 
552. exudes  [ID: 35498]
 ##### 
553. it 's an entertaining and informative documentary .  [ID: 5491]
 ##### 
554. best-known creation  [ID: 62854]
 ##### 
555. this movie 's lack of ideas  [ID: 2299]
 ##### 
556. to intolerable levels  [ID: 44826]
 ##### 
557. raunchy as south park  [ID: 62694]
 ##### 
558. irritating display  [ID: 52074]
 ##### 
559. british comedy  [ID: 31877]
 ##### 
560. from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story  [ID: 14214]
 ##### 
561. offers some flashy twists and turns that occasionally fortify this turgid fable  [ID: 25979]
 ##### 
562. than a mall movie designed to kill time  [ID: 21346]
 ##### 
563. is wholly unconvincing  [ID: 52133]
 ##### 
564. great actors  [ID: 11027]
 ##### 
565. ` top of the world '  [ID: 59006]
 ##### 
566. , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .  [ID: 17806]
 ##### 
567. from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out .  [ID: 22459]
 ##### 
568. you wondering about the characters ' lives after the clever credits roll  [ID: 45284]
 ##### 
569. debuts by an esteemed writer-actor  [ID: 50999]
 ##### 
570. a small independent film suffering from a severe case of hollywood-itis .  [ID: 40337]
 ##### 
571. speak fluent flatula  [ID: 18027]
 ##### 
572. director juan jose campanella could have turned this into an argentine retread of `` iris '' or `` american beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .  [ID: 39792]
 ##### 
573. oscar-worthy performance  [ID: 67115]
 ##### 
574. feels impersonal , almost generic  [ID: 4677]
 ##### 
575. be a collection taken for the comedian at the end of the show  [ID: 38325]
 ##### 
576. is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish  [ID: 41175]
 ##### 
577. no signs of life  [ID: 44556]
 ##### 
578. superior crime movie  [ID: 42690]
 ##### 
579. a confusing drudgery .  [ID: 4301]
 ##### 
580. slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell  [ID: 41004]
 ##### 
581. a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution .  [ID: 20644]
 ##### 
582. if you 're a fan of the series you 'll love it and probably want to see it twice .  [ID: 1516]
 ##### 
583. it 's not like having a real film of nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .  [ID: 4606]
 ##### 
584. 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .  [ID: 32903]
 ##### 
585. perfectly pitched  [ID: 10794]
 ##### 
586. handsomely  [ID: 35779]
