text,label,idx,index
Accountants audit our finances every year.,1,6615,6615
The phone company billed me $10.,1,3418,3418
I insist on seeing all the student' through who started out the term in my class.,1,1157,1157
I want Jean to dance.,1,6251,6251
What John did to the whole wall was paint it.,1,632,632
"To improve himself, Bruce should consider therapy.",1,6281,6281
Pat was annoyed by the children's noise and that their parents did nothing to stop it.,1,7119,7119
The fence straddles the sidewalk.,1,562,562
No one understands that phrase structure rules explain the little understood phenomenon of the infinite length of sentences.,1,5811,5811
"I demand that John pay more, the more he eats.",1,114,114
My brother meets few Americans in Vienna.,1,1956,1956
Who knew Mickey would overthrow home plate by that much?,1,1776,1776
Imogen took the vase to her mother's.,1,6905,6905
She considers John proud of his work.,1,7580,7580
That John coughed bothers me.,1,4065,4065
I find it easy to believe - but Joan finds it hard to believe - Tom to be dishonest.,0,6596,6596
"The more he eats, the poorer he knows a woman that gets.",0,197,197
The man who I gave John this picture of was bald.,0,1980,1980
Robert knows that it is essential.,1,6257,6257
The tuna will have been being eaten.,1,6085,6085
He is afraid of foxes.,1,4190,4190
John put any carrot from his garden in the salad.,1,6389,6389
I have eaten the beef waffles.,1,5968,5968
"It is not entirely obvious if, Mary listens to the Grateful Dead, she gets depressed.",0,154,154
The writers of none of the reports.,1,1973,1973
Loren was relied on by Pavarotti and Hepburn by Bond.,1,4689,4689
Every essay that she's written and which I've read is on that pile.,1,4914,4914
A fragrant stew bubbled over the fire.,1,3222,3222
One plan which I got wind of was calculated to keep us in suspense.,1,1394,1394
Would they have been walking for hours?,1,7153,7153
Merlin is a dangerous sorcerer.,1,8422,8422
Kim must bakes a cake.,0,4417,4417
She said Moya liked football.,0,7868,7868
Ellen conferred to Helen.,0,3076,3076
Cynthia nibbled at the carrot .,1,3104,3104
Who did Jason think Medea had poisoned?,1,7796,7796
John is taller than Bill is.,1,1103,1103
This truck spread less salt than that one.,1,6622,6622
We talked about the fact that he was sick for days.,1,4760,4760
Ron expected the sack.,1,8354,8354
I went out with a girl who it pleased that John showed up.,1,1133,1133
My family always summers at the seashore.,1,3424,3424
"When I am awake at that time and Susan is asleep, Bill will leave.",0,1637,1637
Amanda carried packages to New York.,1,2696,2696
John talked to any woman who came up to him.,1,6351,6351
An oak tree will grow from that acorn.,1,2295,2295
The bird devours the worm.,1,3922,3922
"The money which I am discussing the claim that the company squandered amounts to $400,000.",0,1221,1221
You kicked you,0,8188,8188
Lora buttered the toast with unsalted butter.,1,2610,2610
Carmen bought Diana of a dress.,0,2744,2744
"The candidate was dogged by charges of infidelity and avoiding the draft, or at least trying to.",1,953,953
The executive committee approved the new policy.,1,4607,4607
I intended for Jenny to be present.,1,7779,7779
It would be difficult to please John.,1,5274,5274
Angela characterized Shelly as a lifesaver.,1,2389,2389
I blew the building up.,1,6225,6225
Jean moved at the table.,0,2164,2164
Lucy Barnes recounted a story to remember because remember Holly had recounted a story to.,0,887,887
I'll work on it if no one else had.,1,1601,1601
The little boy hit the child with a toy.,1,3677,3677
Who is Kim eager to recommend?,1,5031,5031
I read him Judy's statement about himself.,0,1259,1259
This girl in the red coat will put a picture of Bill on your desk there before tomorrow.,0,7130,7130
There was a snake behind the car Fred was sitting in.,1,1900,1900
10 lb was weighed by the package.,0,729,729
Amanda carried the package.,1,2689,2689
Strings have been pulled many times to get students into that university.,1,3511,3511
The jockey rides the horse.,1,5933,5933
Kim fond of Lee.,0,3435,3435
The green loved peanut butter cookies.,0,5642,5642
This needs mending.,1,4861,4861
There seemed to be three men in the garden.,1,8191,8191
I suspect that the contract which I want to peruse before filing away the deed may some loopholes.,1,1342,1342
John placed the flute.,0,5896,5896
John is as tall as that man.,1,1171,1171
That ball hit a student.,1,3602,3602
John ate after getting home the steak.,0,5301,5301
"It's obvious that Mary, he can't stand.",1,5290,5290
The owl hated the evil bat and loved the wise eagle.,1,8122,8122
Mary saw the tall man coming from England.,1,7202,7202
What did he look up?,1,3626,3626
"Seen from this perspective, there is no easy solution.",1,4003,4003
The princess bowed.,1,3144,3144
Steve tossed the softball.,1,2782,2782
Mary is not running the marathon.,1,969,969
Did Harry leave?,1,894,894
Cakes were given to Margaret every Friday by the pupils in this maths class.,1,6643,6643
Could they have left?,1,388,388
Sharon shivered.,1,3151,3151
What was that the Vikings ate a real surprise to you?,0,4986,4986
Which city and to which conference did Bill go to?,0,6574,6574
My niece could write me letters before her third birthday.,1,7285,7285
The captain named the ship Seafarer.,1,2967,2967
Susan found any book she had been looking for at Borders.,0,6460,6460
They believe the cat to be out of the bag.,1,4633,4633
That is what you should see.,1,7243,7243
I searched for treasure in the cave.,1,3023,3023
Tom locked Fido in the garage.,1,3957,3957
We felled the murder with this chainsaw.,1,6648,6648
"He seems to become more corrupt, the more lobbyists every senator talks to.",0,279,279
You're going to hurt yourself one of these days.,1,1253,1253
The problem's knowledge is quite thorough.,0,983,983
The witch turned him into a frog.,1,2293,2293
Megan marveled at the beauty of the Grand Canyon.,1,3003,3003
Kim has wondered in which room Gary stayed.,1,4802,4802
it is the tall man come from the back that Mary saw the tall man come from the back.,0,7205,7205
Use was made of Gauss's polynomial lemma.,1,1411,1411
Wanda taught the students that the earth was round.,1,3042,3042
My car was stolen.,1,424,424
"Poseidon had escaped, before the executioner arrived.",1,8425,8425
People selling their stocks caused the crash of 1929.,1,5832,5832
They have no friend.,1,3531,3531
George has went to America.,0,4445,4445
Ellen told Helen about the situation.,1,3047,3047
The latest research on dieting always warns people about the dangers of too much cholesterol.,1,5720,5720
Louise broke the cup.,1,6821,6821
Would more accountants make any difference to my tax bill?,1,6618,6618
The bartender gave John some good beers.,1,3489,3489
The knife cut the bread.,1,2856,2856
The maple changed into an oak.,1,543,543
No reading Shakespeare satisfied me,0,7894,7894
Ellen was conferring.,1,3073,3073
I noticed him kissing Mary.,1,833,833
Not reading of Shakespeare satisfied me,0,8420,8420
Richard's gift of the helicopter to the hospital and of the bus to the school.,1,8485,8485
Gabrielle's mother is an axe murderer.,1,5653,5653
Norman Lemming jumped off the cliff and William Lemming did so too.,1,6864,6864
I am not certain about whether he will go or not.,1,4813,4813
"Sally might have eaten cabbage, but Holly shouldn't.",1,860,860
Bill's mother's friends and John are waiting at the restaurant.,1,7232,7232
This metal hammers flat easily.,1,37,37
Jennifer craned her arm.,0,2530,2530
"Playing with matches is; lots of fun, but doing, so and emptying gasoline from one can to another at the same time is a sport best reserved for arsons.",1,1619,1619
I need to have that report on our web page by tomorrow.,1,3720,3720
He in the doorway waved to his father.,0,4202,4202
Tomorrow I promised chat he would be there.,1,1496,1496
He's a bit of a gossip.,1,5429,5429
The students know the answers.,1,3995,3995
"In January 2002, a dull star in an obscure constellation suddenly became 600,000 times more luminous than our Sun, temporarily making it the brightest star in our galaxy.",1,3437,3437
Six inches were grown by the boy.,0,4722,4722
John is ready to please.,1,5012,5012
His girlfriend bought this computer.,1,3749,3749
Absolutely any pilot could be flying this plane.,1,6382,6382
If John can speak French fluently – which we all know he can – we will have no problems.,1,3634,3634
The knee replacement candidate groaned up the stairs.,1,47,47
John immediately learned French.,1,684,684
Perhaps Gilgamesh should be leaving,1,7810,7810
Bill floated down the river.,1,68,68
We took the car to the town,1,8241,8241
Who did you believe that to kiss seemed wrong?,0,7763,7763
The critics laughed the play off the stage.,1,10,10
She buys for Harrods.,1,6975,6975
Joseph has forgotten how many matches he has won.,1,4849,4849
I've never seen a taller man than my father.,1,5333,5333
A tangerine isn't as much different from an orange as I'd thought.,0,5350,5350
"To finish it on time made quite a statement, didn't it?",1,3809,3809
"They can't do it, can't they?",0,4526,4526
"Tom picked, and I washed, and Suzie will prepare, these grapes.",1,1305,1305
Students study English for 4 hours a day.,1,4123,4123
the book of poems and of fiction from Blackwell takes a very long time to read.,1,5793,5793
They investigated the problem.,1,4868,4868
The pigs grunt,1,7974,7974
I shaped a loaf from the dough.,0,2952,2952
Her has kissed her.,0,8297,8297
We elected president the boy's guardian's employer.,1,1367,1367
Teresa bottle fed the baby soy milk.,1,3124,3124
"A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy.",1,7096,7096
His yearbook picture gives Tom the creeps.,1,5769,5769
"When the executioner arrived, Poseidon was asleep",1,8199,8199
What happened was they went home.,1,6931,6931
Poseidon appears to have turned out to have left.,1,8281,8281
It is in the library.,1,7396,7396
I have every hope that you will defeat him.,1,7784,7784
Cynthia gobbled at the pizza .,0,3108,3108
Jenny has eaten a cake.,1,7896,7896
I shipped the bicycle from my house at the beach to my house in the mountains.,1,2005,2005
I mixed the eggs with cream.,1,2877,2877
Brenda and Molly agreed.,1,2314,2314
The dragons were slain all.,0,8427,8427
Two or three books take a very long time to read.,1,5802,5802
"Poseidon wept, after the executioner left.",1,7718,7718
"The more people you give beer to, the more people that get sick.",1,211,211
John seems to be likely to win.,1,395,395
John will see you.,1,7414,7414
The men were promised to leave.,0,740,740
There was known to everyone.,0,835,835
The fence hits easily.,0,2804,2804
There jumped out of the box a little white rabbit.,1,3385,3385
Every reading of Shakespeare satisfied me,1,8197,8197
Carla hit at the door.,1,2155,2155
"I think that Mort's a swell guy, and Lenny thinks so too.",1,1610,1610
It was over the hill and through the woods that they came running,1,8261,8261
I think that person we met last week is insane.,1,3693,3693
Unicorns don't exist.,1,3287,3287
Mary is fond of him.,1,780,780
He kicked herself,0,7792,7792
My brother lives near Strasbourg.,1,6884,6884
"It is important for the more you eat, the more careful to be.",0,141,141
I can't remember the name of somebody who had any misgivings.,0,1938,1938
Anson very happily demonized David.,1,7821,7821
Dogs chase cats.,1,6627,6627
They may grow as high as six feet.,1,5554,5554
She speaks too clearly.,1,5415,5415
The paper is readable.,1,7407,7407
Tony broke the wall with the cup.,0,3239,3239
I am frightened of tigers.,1,5774,5774
The only girl for whom it bothers me to wear that old fedora is Annabelle.,0,1918,1918
Sir Walter Elliott imagined that he was still handsome.,1,6737,6737
Who is reading a book that criticizes who?,1,452,452
The thief stole Mr. Smith the painting.,0,2656,2656
Captain Wentworth recovered the property for Mrs Smith.,1,6899,6899
the girls likes themselves.,1,7525,7525
Bill can well imagine getting fat.,1,137,137
Who gave what to whom?,1,1323,1323
They have no and.,0,3534,3534
John seems to be honest.,1,4264,4264
"He can't possibly do that, possibly he?",0,8522,8522
The soldier was given the medal.,1,5939,5939
Bill gave me $40.,1,1229,1229
"Sally might be pregnant, and everyone believes Sheila definitely is pregnant.",1,1302,1302
Almost any pilot could be flying this plane.,1,6381,6381
The travelers have returned from their vacation.,1,4550,4550
John remembered.,1,490,490
